date       |time    |sku   |warehouse|warehouse_cell_id|operation    |invoice |expiration_date|operation_cost|comment                                                       
06-Apr-2022|23:33:15|TN6765|A39      |9216             |first_arrival|70420964|13-Apr-2023    |-34694.85     |operation_cost = purchase_cost + delivery_cost                
06-Apr-2022|23:33:15|CH2116|A39      |0275             |first_arrival|70420964|11-May-2022    |-34694.85     |operation_cost = purchase_cost + delivery_cost                
06-Apr-2022|23:33:15|SZ1243|A39      |2314             |first_arrival|70420964|10-Feb-2023    |-34694.85     |arrived safely                                                
06-Apr-2022|23:33:15|PJ3909|A39      |6675             |first_arrival|70420964|13-Dec-2022    |-34694.85     |arrived safely                                                
06-Apr-2022|23:33:15|KD2142|A39      |6476             |first_arrival|70420964|06-Mar-2023    |-34694.85     |                                                              
06-Apr-2022|23:33:15|IE6321|A39      |7512             |first_arrival|70420964|17-Oct-2022    |-34694.85     |arrived safely                                                
09-Apr-2022|18:54:10|VR9498|A25      |1915             |first_arrival|08023224|01-Apr-2023    |-94204.04     |arrived safely                                                
09-Apr-2022|18:54:10|TY3696|A25      |6113             |first_arrival|08023224|02-Aug-2023    |-94204.04     |arrived safely                                                
09-Apr-2022|18:54:10|YW3751|A25      |6171             |first_arrival|08023224|06-Oct-2022    |-94204.04     |                                                              
09-Apr-2022|18:54:10|GT4693|A25      |5683             |first_arrival|08023224|13-Sep-2022    |-94204.04     |                                                              
09-Apr-2022|18:54:10|VB9127|A25      |0633             |first_arrival|08023224|05-Jun-2022    |-94204.04     |                                                              
09-Apr-2022|18:54:10|ML6115|A25      |6449             |first_arrival|08023224|27-Jun-2023    |-94204.04     |arrived safely                                                
09-Apr-2022|18:54:10|IH8641|A25      |7101             |first_arrival|08023224|18-Jul-2022    |-94204.04     |                                                              
09-Apr-2022|18:54:10|JU3714|A25      |3561             |first_arrival|08023224|05-Mar-2023    |-94204.04     |arrived safely                                                
12-Apr-2022|12:55:11|HH3394|A32      |9261             |move         |42479694|30-Jun-2022    |-398.06       |moving HH3394 from D44:8621 to A32:9261 under 42479694 invoice
14-Apr-2022|01:37:02|PF3662|B14      |5417             |first_arrival|59869134|26-Dec-2022    |-28640.97     |                                                              
14-Apr-2022|01:37:02|QZ2728|B14      |4708             |first_arrival|59869134|24-May-2023    |-28640.97     |                                                              
14-Apr-2022|01:37:02|PF4994|B14      |1320             |first_arrival|59869134|07-Oct-2022    |-28640.97     |arrived safely                                                
14-Apr-2022|01:37:02|BN2884|B14      |1097             |first_arrival|59869134|02-Nov-2022    |-28640.97     |arrived safely                                                
14-Apr-2022|01:37:02|OP4974|B14      |9869             |first_arrival|59869134|28-Dec-2022    |-28640.97     |operation_cost = purchase_cost + delivery_cost                
14-Apr-2022|01:37:02|CW6652|B14      |7764             |first_arrival|59869134|28-Jan-2023    |-28640.97     |operation_cost = purchase_cost + delivery_cost                
19-Apr-2022|20:53:41|IE6321|B14      |4086             |move         |56596902|17-Oct-2022    |-443.34       |moving IE6321 from A39:7512 to B14:4086 under 56596902 invoice
22-Apr-2022|07:51:16|JU3714|A25      |3561             |sale         |08023224|05-Mar-2023    |27075.02      |yay                                                           
30-Apr-2022|20:45:19|PB6181|A32      |0140             |first_arrival|66863509|27-Apr-2023    |-39896.12     |operation_cost = purchase_cost + delivery_cost                
30-Apr-2022|20:45:19|XL8594|A32      |9086             |first_arrival|66863509|23-Aug-2022    |-39896.12     |operation_cost = purchase_cost + delivery_cost                
30-Apr-2022|20:45:19|WB2355|A32      |5315             |first_arrival|66863509|27-Nov-2022    |-39896.12     |                                                              
30-Apr-2022|20:45:19|UK1206|A32      |0593             |first_arrival|66863509|28-May-2022    |-39896.12     |                                                              
02-May-2022|11:12:47|IE6321|A48      |5378             |move         |35853831|17-Oct-2022    |-293.93       |                                                              
03-May-2022|04:40:25|XD8465|D44      |1366             |sale         |69576544|09-Jun-2023    |12428.62      |                                                              
09-May-2022|02:04:43|CW6652|A48      |4066             |move         |18966675|28-Jan-2023    |-482.20       |                                                              
10-May-2022|10:59:14|YW3751|A25      |6171             |sale         |08023224|06-Oct-2022    |11290.70      |finally                                                       
13-May-2022|21:47:01|UH8756|A32      |5519             |first_arrival|80453755|07-Dec-2022    |-9914.61      |operation_cost = purchase_cost + delivery_cost                
13-May-2022|21:47:01|NQ3552|A32      |8322             |first_arrival|80453755|04-Jun-2022    |-9914.61      |operation_cost = purchase_cost + delivery_cost                
13-May-2022|21:47:01|CG2608|A32      |6967             |first_arrival|80453755|14-Dec-2022    |-9914.61      |arrived safely                                                
13-May-2022|21:47:01|UM4337|A32      |5290             |first_arrival|80453755|25-Oct-2022    |-9914.61      |operation_cost = purchase_cost + delivery_cost                
13-May-2022|21:47:01|MD1935|A32      |0620             |first_arrival|80453755|07-Jul-2022    |-9914.61      |arrived safely                                                
13-May-2022|21:47:01|FB2500|A32      |1974             |first_arrival|80453755|16-Jul-2023    |-9914.61      |                                                              
13-May-2022|21:47:01|ZH7194|A32      |8990             |first_arrival|80453755|05-Mar-2023    |-9914.61      |operation_cost = purchase_cost + delivery_cost                
13-May-2022|21:47:01|HA9943|A32      |4364             |first_arrival|80453755|03-May-2023    |-9914.61      |                                                              
13-May-2022|21:47:01|MZ0636|A32      |8359             |first_arrival|80453755|18-Sep-2022    |-9914.61      |                                                              
13-May-2022|21:47:01|SW8665|A32      |3607             |first_arrival|80453755|21-May-2023    |-9914.61      |arrived safely                                                
13-May-2022|21:47:01|JX7920|A32      |3964             |first_arrival|80453755|28-Oct-2022    |-9914.61      |                                                              
13-May-2022|21:47:01|AS4204|A32      |9903             |first_arrival|80453755|11-Aug-2022    |-9914.61      |                                                              
14-May-2022|16:06:23|TY3696|A39      |1420             |move         |39019832|02-Aug-2023    |-104.04       |necessary action                                              
15-May-2022|07:38:07|BK9955|A39      |6900             |first_arrival|09662890|27-Jul-2023    |-175015.10    |                                                              
15-May-2022|07:38:07|AR0676|A39      |6572             |first_arrival|09662890|30-Jan-2023    |-175015.10    |                                                              
15-May-2022|07:38:07|HA4196|A39      |6469             |first_arrival|09662890|21-Apr-2023    |-175015.10    |operation_cost = purchase_cost + delivery_cost                
15-May-2022|07:38:07|EG6196|A39      |0094             |first_arrival|09662890|24-Dec-2022    |-175015.10    |arrived safely                                                
15-May-2022|07:38:07|PX9364|A39      |6157             |first_arrival|09662890|13-Jul-2023    |-175015.10    |arrived safely                                                
15-May-2022|07:38:07|YI7422|A39      |4345             |first_arrival|09662890|24-Mar-2023    |-175015.10    |operation_cost = purchase_cost + delivery_cost                
15-May-2022|07:38:07|QD5535|A39      |8712             |first_arrival|09662890|15-Apr-2023    |-175015.10    |arrived safely                                                
15-May-2022|07:38:07|ZQ3478|A39      |8504             |first_arrival|09662890|28-May-2022    |-175015.10    |operation_cost = purchase_cost + delivery_cost                
15-May-2022|07:38:07|XY3538|A39      |9947             |first_arrival|09662890|09-Dec-2022    |-175015.10    |operation_cost = purchase_cost + delivery_cost                
15-May-2022|07:38:07|UP8398|A39      |3158             |first_arrival|09662890|08-Dec-2022    |-175015.10    |arrived safely                                                
15-May-2022|07:38:07|YR0699|A39      |9998             |first_arrival|09662890|01-Jun-2023    |-175015.10    |arrived safely                                                
23-May-2022|23:59:08|LV5017|A48      |8393             |sale         |88674718|23-Aug-2022    |14264.39      |yay                                                           
05-Jun-2022|03:35:21|SS1046|A39      |1760             |move         |06585338|16-Aug-2022    |-123.48       |necessary action                                              
06-Jun-2022|11:16:50|MZ0636|A48      |5235             |move         |50286922|18-Sep-2022    |-476.45       |necessary action                                              
07-Jun-2022|16:03:33|LX3493|D44      |9302             |sale         |69576544|12-Aug-2022    |7882.95       |                                                              
08-Jun-2022|10:44:37|MD1935|D5       |2492             |move         |87926787|07-Jul-2022    |-386.86       |                                                              
10-Jun-2022|21:17:47|JX7920|D44      |1450             |move         |02057586|28-Oct-2022    |-446.02       |necessary action                                              
13-Jun-2022|01:48:53|VB9127|A25      |0633             |dispose      |08023224|05-Jun-2022    |-118.05       |                                                              
19-Jun-2022|00:04:13|JG8298|D5       |8872             |move         |73073190|17-Jun-2023    |-291.09       |necessary action                                              
19-Jun-2022|15:17:02|BT1297|D5       |6839             |first_arrival|99440480|11-Jun-2023    |-13559.39     |arrived safely                                                
19-Jun-2022|15:17:02|YB6272|D5       |9537             |first_arrival|99440480|03-Sep-2022    |-13559.39     |operation_cost = purchase_cost + delivery_cost                
19-Jun-2022|15:17:02|JI6214|D5       |8101             |first_arrival|99440480|17-Jan-2023    |-13559.39     |                                                              
19-Jun-2022|15:17:02|NF1064|D5       |9499             |first_arrival|99440480|12-Aug-2022    |-13559.39     |                                                              
19-Jun-2022|15:17:02|FS3119|D5       |1012             |first_arrival|99440480|15-Oct-2022    |-13559.39     |arrived safely                                                
20-Jun-2022|20:33:17|AO4890|A48      |3679             |first_arrival|16556292|26-Apr-2023    |-99808.97     |                                                              
20-Jun-2022|20:33:17|UP3279|A48      |3466             |first_arrival|16556292|14-Jan-2023    |-99808.97     |operation_cost = purchase_cost + delivery_cost                
20-Jun-2022|20:33:17|WE5315|A48      |7106             |first_arrival|16556292|28-Sep-2022    |-99808.97     |arrived safely                                                
20-Jun-2022|20:33:17|ZQ7189|A48      |5612             |first_arrival|16556292|31-Mar-2023    |-99808.97     |                                                              
20-Jun-2022|20:33:17|LM6945|A48      |8505             |first_arrival|16556292|21-Oct-2022    |-99808.97     |arrived safely                                                
20-Jun-2022|20:33:17|WH1492|A48      |8197             |first_arrival|16556292|07-Jul-2023    |-99808.97     |arrived safely                                                
25-Jun-2022|10:27:43|GK8709|A25      |4947             |sale         |19426512|21-Jul-2022    |20173.03      |yay                                                           
27-Jun-2022|09:54:47|XL8594|C22      |0271             |move         |59391798|23-Aug-2022    |-122.48       |moving XL8594 from A32:9086 to C22:0271 under 59391798 invoice
27-Jun-2022|16:06:56|MZ0636|A48      |5235             |sale         |50286922|18-Sep-2022    |23289.74      |yay                                                           
01-Jul-2022|07:17:39|GV8911|D44      |9029             |first_arrival|71808037|06-Feb-2023    |-8032.42      |arrived safely                                                
03-Jul-2022|08:20:30|PP1627|A32      |4616             |move         |86868920|21-Aug-2022    |-195.30       |                                                              
03-Jul-2022|09:54:59|OP4974|B14      |9869             |sale         |59869134|28-Dec-2022    |20424.26      |yay                                                           
04-Jul-2022|01:12:57|BT1297|C22      |2045             |move         |52112220|11-Jun-2023    |-457.05       |necessary action                                              
08-Jul-2022|00:42:18|PP7277|D44      |5742             |first_arrival|95734253|30-Oct-2022    |-7988.01      |                                                              
08-Jul-2022|00:42:18|HW7386|D44      |5028             |first_arrival|95734253|26-Oct-2022    |-7988.01      |arrived safely                                                
08-Jul-2022|00:42:18|PK7318|D44      |5502             |first_arrival|95734253|17-Feb-2023    |-7988.01      |arrived safely                                                
08-Jul-2022|00:42:18|VL9826|D44      |2266             |first_arrival|95734253|03-Aug-2023    |-7988.01      |operation_cost = purchase_cost + delivery_cost                
08-Jul-2022|00:42:18|FZ0605|D44      |6145             |first_arrival|95734253|20-Mar-2023    |-7988.01      |arrived safely                                                
08-Jul-2022|00:42:18|SZ6773|D44      |8976             |first_arrival|95734253|23-Jul-2022    |-7988.01      |arrived safely                                                
08-Jul-2022|00:42:18|OY3107|D44      |8007             |first_arrival|95734253|16-Jul-2023    |-7988.01      |                                                              
09-Jul-2022|09:44:00|ZX9070|D44      |7274             |sale         |69576544|16-Nov-2022    |12162.59      |finally                                                       
10-Jul-2022|20:39:15|NY0202|C22      |4549             |first_arrival|71476902|01-Jun-2023    |-12443.61     |                                                              
10-Jul-2022|20:39:15|RZ7420|C22      |5546             |first_arrival|71476902|15-Nov-2022    |-12443.61     |arrived safely                                                
10-Jul-2022|20:39:15|LR4399|C22      |8436             |first_arrival|71476902|30-May-2023    |-12443.61     |arrived safely                                                
10-Jul-2022|20:39:15|YK2068|C22      |5633             |first_arrival|71476902|29-Jul-2023    |-12443.61     |operation_cost = purchase_cost + delivery_cost                
11-Jul-2022|10:12:35|UK1206|C22      |0603             |move         |13156329|28-May-2022    |-233.95       |                                                              
17-Jul-2022|06:29:37|SZ6773|B14      |5006             |move         |27287374|23-Jul-2022    |-362.99       |moving SZ6773 from D44:8976 to B14:5006 under 27287374 invoice
20-Jul-2022|06:49:28|BT1297|C22      |2045             |sale         |52112220|11-Jun-2023    |3465.52       |yay                                                           
21-Jul-2022|16:37:07|CB9966|D5       |5842             |first_arrival|47058703|04-Jun-2023    |-25000.36     |operation_cost = purchase_cost + delivery_cost                
21-Jul-2022|16:37:07|ZU5500|D5       |7062             |first_arrival|47058703|03-Aug-2023    |-25000.36     |arrived safely                                                
21-Jul-2022|16:37:07|BE5111|D5       |9320             |first_arrival|47058703|28-Dec-2022    |-25000.36     |operation_cost = purchase_cost + delivery_cost                
21-Jul-2022|16:37:07|IS7443|D5       |9989             |first_arrival|47058703|26-Jun-2023    |-25000.36     |operation_cost = purchase_cost + delivery_cost                
23-Jul-2022|06:44:15|CW6652|D44      |0962             |move         |61867965|28-Jan-2023    |-491.49       |moving CW6652 from A48:4066 to D44:0962 under 61867965 invoice
29-Jul-2022|13:38:28|HW7386|D44      |5028             |sale         |95734253|26-Oct-2022    |15881.50      |                                                              
01-Aug-2022|22:00:41|MO4828|B3       |3313             |move         |77981445|17-Aug-2022    |-241.32       |necessary action                                              
02-Aug-2022|06:54:20|QZ2728|A25      |1652             |move         |24058716|24-May-2023    |-329.51       |moving QZ2728 from B14:4708 to A25:1652 under 24058716 invoice
03-Aug-2022|19:15:07|VR9498|D5       |5910             |move         |48658435|01-Apr-2023    |-378.61       |                                                              
05-Aug-2022|23:11:28|RZ7420|D5       |7950             |move         |69459461|15-Nov-2022    |-317.79       |                                                              
06-Aug-2022|15:49:18|HA4196|D5       |7640             |move         |88490517|21-Apr-2023    |-455.87       |                                                              
06-Aug-2022|21:48:53|UM4337|C22      |3997             |move         |47947287|25-Oct-2022    |-444.53       |necessary action                                              
07-Aug-2022|20:13:12|CG2608|A25      |1624             |move         |12899918|14-Dec-2022    |-213.62       |                                                              
08-Aug-2022|09:12:01|PP1627|A25      |0566             |move         |75213502|21-Aug-2022    |-315.83       |moving PP1627 from A32:4616 to A25:0566 under 75213502 invoice
14-Aug-2022|03:28:56|PE6137|B14      |4279             |sale         |01299150|11-Nov-2022    |27026.71      |finally                                                       
14-Aug-2022|13:49:33|QD5535|A25      |0929             |move         |89746475|15-Apr-2023    |-116.26       |                                                              
15-Aug-2022|00:24:20|WU5415|B14      |9979             |dispose      |01299150|20-Jun-2022    |-73.45        |:`(                                                           
15-Aug-2022|01:52:39|IE6321|D5       |8273             |move         |95796849|17-Oct-2022    |-137.32       |moving IE6321 from A48:5378 to D5:8273 under 95796849 invoice 
15-Aug-2022|04:28:12|ZQ7189|A25      |6182             |move         |70311484|31-Mar-2023    |-322.80       |                                                              
18-Aug-2022|04:16:09|NY0202|B14      |6475             |move         |77271840|01-Jun-2023    |-413.22       |                                                              
20-Aug-2022|10:09:16|GT4693|B14      |0735             |move         |78167462|13-Sep-2022    |-152.12       |necessary action                                              
25-Aug-2022|21:59:58|YI7422|B14      |0955             |move         |12363416|24-Mar-2023    |-114.92       |                                                              
26-Aug-2022|21:55:50|RZ7420|C22      |6051             |move         |26317793|15-Nov-2022    |-468.21       |moving RZ7420 from D5:7950 to C22:6051 under 26317793 invoice 
27-Aug-2022|19:31:12|UH8756|D44      |9478             |move         |69513586|07-Dec-2022    |-494.52       |necessary action                                              
29-Aug-2022|16:53:45|VL9826|D5       |3552             |move         |34391345|03-Aug-2023    |-186.64       |necessary action                                              
29-Aug-2022|20:56:35|LT8796|A32      |7297             |move         |41970504|06-Dec-2022    |-238.47       |necessary action                                              
29-Aug-2022|22:45:27|IE6321|D5       |8273             |sale         |95796849|17-Oct-2022    |29719.11      |                                                              
01-Sep-2022|22:55:18|NM1530|D44      |1386             |dispose      |69576544|21-Apr-2022    |-281.70       |                                                              
05-Sep-2022|09:43:51|UK1206|B14      |6996             |move         |03462132|28-May-2022    |-293.28       |moving UK1206 from C22:0603 to B14:6996 under 03462132 invoice
07-Sep-2022|20:38:34|YK2068|C22      |5633             |sale         |71476902|29-Jul-2023    |9957.36       |                                                              
08-Sep-2022|18:56:19|MO4828|A32      |0187             |move         |99167717|17-Aug-2022    |-106.39       |                                                              
14-Sep-2022|19:07:35|UP3279|A48      |3466             |sale         |16556292|14-Jan-2023    |20110.24      |finally                                                       
16-Sep-2022|09:17:26|MD1935|A48      |8981             |move         |02333870|07-Jul-2022    |-107.38       |moving MD1935 from D5:2492 to A48:8981 under 02333870 invoice 
18-Sep-2022|14:48:31|MO4828|A32      |0187             |dispose      |99167717|17-Aug-2022    |-495.45       |unfortunate                                                   
19-Sep-2022|11:12:40|VY2885|B3       |8176             |first_arrival|64307274|12-Jul-2023    |-39651.59     |arrived safely                                                
19-Sep-2022|11:12:40|YQ5627|B3       |9348             |first_arrival|64307274|15-Dec-2022    |-39651.59     |                                                              
19-Sep-2022|11:12:40|BM2651|B3       |3945             |first_arrival|64307274|27-May-2023    |-39651.59     |operation_cost = purchase_cost + delivery_cost                
19-Sep-2022|22:44:16|CH2116|A32      |0057             |move         |52819284|11-May-2022    |-218.46       |                                                              
21-Sep-2022|18:28:32|PF4994|A39      |4900             |move         |86018079|07-Oct-2022    |-169.89       |moving PF4994 from B14:1320 to A39:4900 under 86018079 invoice
23-Sep-2022|13:37:41|GV8911|D44      |9029             |sale         |71808037|06-Feb-2023    |911.90        |finally                                                       
30-Sep-2022|22:29:37|BM2651|B14      |0823             |move         |77058183|27-May-2023    |-478.40       |                                                              
30-Sep-2022|23:15:32|ZC7147|A48      |2871             |move         |06599316|14-Jun-2022    |-307.42       |moving ZC7147 from B14:9008 to A48:2871 under 06599316 invoice
01-Oct-2022|04:43:34|HX4584|D44      |2517             |first_arrival|98208436|05-Aug-2023    |-34668.55     |                                                              
01-Oct-2022|04:43:34|TD3922|D44      |3957             |first_arrival|98208436|06-Jul-2023    |-34668.55     |operation_cost = purchase_cost + delivery_cost                
01-Oct-2022|04:43:34|QI8852|D44      |6958             |first_arrival|98208436|08-Dec-2022    |-34668.55     |operation_cost = purchase_cost + delivery_cost                
01-Oct-2022|04:43:34|JU0710|D44      |9515             |first_arrival|98208436|15-Jun-2023    |-34668.55     |arrived safely                                                
01-Oct-2022|04:43:34|HP1498|D44      |5880             |first_arrival|98208436|07-Feb-2023    |-34668.55     |arrived safely                                                
01-Oct-2022|04:43:34|FU8048|D44      |9250             |first_arrival|98208436|18-Jan-2023    |-34668.55     |                                                              
01-Oct-2022|04:43:34|RZ4081|D44      |3797             |first_arrival|98208436|28-Oct-2022    |-34668.55     |operation_cost = purchase_cost + delivery_cost                
01-Oct-2022|07:16:51|VY2885|B3       |8176             |sale         |64307274|12-Jul-2023    |14609.22      |yay                                                           
04-Oct-2022|20:03:25|JW8442|A48      |4758             |first_arrival|10104675|13-Dec-2022    |-73705.63     |arrived safely                                                
04-Oct-2022|20:03:25|WS1660|A48      |7677             |first_arrival|10104675|19-Mar-2023    |-73705.63     |                                                              
04-Oct-2022|20:03:25|OB6861|A48      |2932             |first_arrival|10104675|22-Jul-2023    |-73705.63     |arrived safely                                                
04-Oct-2022|20:03:25|ZI5833|A48      |4921             |first_arrival|10104675|28-Apr-2023    |-73705.63     |operation_cost = purchase_cost + delivery_cost                
04-Oct-2022|20:03:25|XL5844|A48      |9116             |first_arrival|10104675|06-Jun-2023    |-73705.63     |arrived safely                                                
04-Oct-2022|20:03:25|II5750|A48      |2544             |first_arrival|10104675|30-Dec-2022    |-73705.63     |arrived safely                                                
04-Oct-2022|20:03:25|GS1991|A48      |8520             |first_arrival|10104675|29-Dec-2022    |-73705.63     |operation_cost = purchase_cost + delivery_cost                
05-Oct-2022|00:44:51|YI7422|A48      |8667             |move         |11469225|24-Mar-2023    |-296.05       |moving YI7422 from B14:0955 to A48:8667 under 11469225 invoice
05-Oct-2022|04:23:08|FU8048|A48      |5798             |move         |65745242|18-Jan-2023    |-494.52       |moving FU8048 from D44:9250 to A48:5798 under 65745242 invoice
05-Oct-2022|06:48:37|HA4196|A25      |3784             |move         |31345856|21-Apr-2023    |-328.53       |necessary action                                              
06-Oct-2022|02:39:06|UK1206|A25      |7632             |move         |50775015|28-May-2022    |-180.56       |necessary action                                              
07-Oct-2022|19:41:21|NY0202|A25      |0157             |move         |28755289|01-Jun-2023    |-446.27       |moving NY0202 from B14:6475 to A25:0157 under 28755289 invoice
08-Oct-2022|12:58:38|RZ7420|A32      |0417             |move         |60841264|15-Nov-2022    |-376.62       |necessary action                                              
08-Oct-2022|22:06:24|LM6945|A48      |8505             |sale         |16556292|21-Oct-2022    |8396.73       |yay                                                           
11-Oct-2022|16:38:21|II5750|B3       |0207             |move         |26338172|30-Dec-2022    |-265.62       |necessary action                                              
12-Oct-2022|19:29:36|EG6196|D5       |6598             |move         |01167622|24-Dec-2022    |-358.62       |                                                              
13-Oct-2022|15:55:17|FZ0605|B3       |2357             |move         |62092911|20-Mar-2023    |-461.05       |moving FZ0605 from D44:6145 to B3:2357 under 62092911 invoice 
15-Oct-2022|08:18:51|ZQ7189|C22      |3899             |move         |73007755|31-Mar-2023    |-408.43       |necessary action                                              
15-Oct-2022|11:52:25|LC9205|A48      |0626             |move         |78661729|24-May-2022    |-421.24       |                                                              
15-Oct-2022|15:30:35|PX9364|A25      |2340             |move         |91884092|13-Jul-2023    |-397.99       |necessary action                                              
18-Oct-2022|14:07:14|VL9826|C22      |1252             |move         |74990406|03-Aug-2023    |-205.68       |necessary action                                              
19-Oct-2022|12:06:08|OB6861|A48      |2932             |sale         |10104675|22-Jul-2023    |5417.82       |yay                                                           
19-Oct-2022|18:11:24|BN2884|B14      |1097             |sale         |59869134|02-Nov-2022    |16094.35      |                                                              
19-Oct-2022|23:27:44|HA4196|C22      |8056             |move         |11110003|21-Apr-2023    |-109.91       |necessary action                                              
20-Oct-2022|13:16:01|SZ1243|A39      |2314             |sale         |70420964|10-Feb-2023    |8312.13       |                                                              
21-Oct-2022|14:56:05|RZ7420|A32      |0417             |sale         |60841264|15-Nov-2022    |23717.72      |finally                                                       
21-Oct-2022|19:43:32|JW8442|A48      |4758             |sale         |10104675|13-Dec-2022    |16285.61      |                                                              
22-Oct-2022|20:27:41|CH2116|A32      |0057             |dispose      |52819284|11-May-2022    |-294.36       |:`(                                                           
24-Oct-2022|20:12:19|FU8048|B14      |0295             |move         |93025508|18-Jan-2023    |-143.97       |                                                              
25-Oct-2022|13:48:41|CB9966|D5       |5842             |sale         |47058703|04-Jun-2023    |18289.25      |finally                                                       
28-Oct-2022|13:27:25|FZ0605|A32      |7722             |move         |62534380|20-Mar-2023    |-435.01       |                                                              
30-Oct-2022|02:54:50|GS1991|A48      |8520             |sale         |10104675|29-Dec-2022    |5236.66       |finally                                                       
30-Oct-2022|05:38:45|CG2608|D44      |0453             |move         |35194676|14-Dec-2022    |-216.35       |                                                              
30-Oct-2022|14:21:26|CW6652|D44      |0962             |sale         |61867965|28-Jan-2023    |2197.46       |yay                                                           
31-Oct-2022|20:58:29|PK7318|D44      |5502             |sale         |95734253|17-Feb-2023    |25498.17      |finally                                                       
02-Nov-2022|00:49:46|NF1064|A39      |3366             |move         |95010279|12-Aug-2022    |-361.54       |                                                              
02-Nov-2022|21:10:07|HR1939|A39      |3502             |first_arrival|82234002|13-Jun-2023    |-63660.78     |                                                              
02-Nov-2022|21:10:07|BA7793|A39      |5497             |first_arrival|82234002|04-Mar-2023    |-63660.78     |operation_cost = purchase_cost + delivery_cost                
02-Nov-2022|21:10:07|XV7715|A39      |2675             |first_arrival|82234002|28-Feb-2023    |-63660.78     |                                                              
02-Nov-2022|21:10:07|TZ2232|A39      |4488             |first_arrival|82234002|20-Feb-2023    |-63660.78     |                                                              
